ms_zoning,lot_frontage,street,land_contour,overall_qual,roof_matl,exterior_1st,mas_vnr_type,mas_vnr_area,foundation,bsmt_qual,bsmt_exposure,bsmtfin_sf_1,heating,heating_qc,central_air,gr_liv_area,full_bath,fireplace_qu,garage_type,garage_finish,garage_area,wood_deck_sf,open_porch_sf,sale_type,saleprice,age_built,age_remod,total_sf,open_lot,common_lot,closed_lot,near_park,near_road
RL,88.0,Pave,Lvl,6,CompShg,HdBoard,None,0.0,CBlock,3,4,776.0,GasA,3,Y,1188,1,3,Attchd,1,621.0,102,89,WD ,185000,52,52,2176.0,False,True,False,False,False
RL,74.0,Pave,Lvl,7,CompShg,Wd Sdng,None,0.0,CBlock,3,1,809.0,GasA,4,Y,1045,1,0,Detchd,1,528.0,0,0,WD ,120000,44,44,2090.0,False,True,False,False,False
RL,88.0,Pave,Lvl,6,CompShg,HdBoard,None,0.0,CBlock,3,1,792.0,GasA,4,Y,1093,2,2,Attchd,2,484.0,224,0,WD ,158500,41,41,2186.0,False,True,False,False,False
RL,65.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1640,2,0,Attchd,2,520.0,138,45,WD ,173000,4,4,2438.0,False,True,False,False,False
RL,70.0,Pave,Lvl,4,CompShg,HdBoard,None,0.0,Slab,0,0,0.0,GasA,3,Y,1224,2,0,CarPort,1,462.0,0,0,WD ,101800,45,45,1224.0,False,True,False,False,False
RL,60.0,Pave,Lvl,7,CompShg,Wd Sdng,None,0.0,PConc,4,1,350.0,GasA,5,Y,1135,1,0,Detchd,2,576.0,256,0,WD ,155000,73,2,1695.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,BrkTil,3,1,0.0,GasA,5,Y,1078,1,0,Detchd,1,264.0,0,0,WD ,125000,84,59,2132.0,False,True,False,False,False
RM,52.0,Pave,Lvl,4,CompShg,MetalSd,None,1.0,CBlock,0,0,0.0,GasA,4,Y,968,1,0,Attchd,1,331.0,0,0,WD ,104500,51,51,968.0,False,True,False,False,False
RL,74.0,Pave,Lvl,9,CompShg,VinylSd,Stone,216.0,PConc,5,1,1170.0,GasA,5,Y,2224,2,4,Attchd,3,738.0,184,0,WD ,350000,5,4,3686.0,False,True,False,False,False
RL,60.0,Pave,Lvl,3,CompShg,Stucco,None,0.0,CBlock,0,0,0.0,GasA,4,N,1040,2,0,Detchd,1,400.0,0,0,WD ,93500,56,56,1040.0,False,True,False,False,False
RL,68.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,158.0,PConc,4,1,633.0,GasA,5,Y,1790,2,0,Attchd,2,588.0,0,88,WD ,193000,9,9,2663.0,False,True,False,False,False
RL,79.0,Pave,Bnk,6,CompShg,MetalSd,None,0.0,BrkTil,5,1,0.0,GasA,2,Y,2555,2,4,Detchd,3,672.0,431,0,WD ,191000,86,14,2759.0,False,True,False,False,False
RM,70.0,Pave,Lvl,6,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,0.0,GasA,5,Y,813,1,0,Detchd,1,270.0,0,113,WD ,110000,76,1,1626.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,8,CompShg,VinylSd,BrkFace,108.0,PConc,4,3,990.0,GasA,5,Y,1872,2,3,BuiltIn,2,531.0,160,122,WD ,261500,8,8,3171.0,False,True,False,False,False
RL,80.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,504.0,GasA,4,Y,1050,1,0,Attchd,1,338.0,0,0,WD ,128900,53,53,2100.0,False,True,False,False,False
RL,114.0,Pave,Lvl,9,CompShg,MetalSd,BrkFace,738.0,PConc,5,4,292.0,GasA,5,Y,3500,3,3,Attchd,2,959.0,870,86,WD ,584500,13,12,5233.0,False,True,False,False,False
RL,75.0,Pave,Bnk,4,CompShg,Wd Sdng,BrkFace,132.0,PConc,3,1,492.0,GasA,5,Y,948,1,0,Attchd,1,248.0,0,0,WD ,111000,53,53,1812.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,HdBoard,None,0.0,PConc,2,1,0.0,GasA,3,Y,1316,1,0,Detchd,1,576.0,0,0,ConLw,90000,81,57,2066.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,Tar&Grv,Plywood,BrkCmn,113.0,CBlock,4,1,187.0,GasA,3,Y,2380,2,1,CarPort,1,596.0,0,265,WD ,129000,42,28,3401.0,False,True,False,False,False
RL,69.05520046484602,Pave,Low,6,CompShg,HdBoard,BrkFace,72.0,CBlock,3,1,728.0,GasA,5,Y,1640,1,4,Detchd,1,924.0,108,0,WD ,224000,54,2,2936.0,False,False,True,False,False
Others,30.0,Pave,Lvl,6,CompShg,MetalSd,None,0.0,PConc,4,1,390.0,GasA,5,Y,1200,2,0,Detchd,2,480.0,0,166,WD ,165000,3,3,1800.0,False,True,False,False,False
RM,52.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,BrkTil,3,1,0.0,GasA,5,Y,1324,1,0,Detchd,1,180.0,0,0,WD ,122000,90,17,1986.0,False,True,False,False,False
RL,68.0,Pave,HLS,8,CompShg,VinylSd,None,0.0,PConc,4,3,583.0,GasA,5,Y,1564,2,4,Attchd,2,502.0,132,0,New,267300,1,0,3110.0,False,True,False,False,False
RL,104.0,Pave,Lvl,9,CompShg,VinylSd,Stone,860.0,PConc,5,1,0.0,GasA,5,Y,3140,3,4,BuiltIn,3,820.0,144,78,New,485000,1,0,5066.0,False,True,False,False,False
RM,90.0,Pave,Lvl,6,CompShg,BrkFace,None,0.0,CBlock,3,1,0.0,GasA,3,Y,2486,2,4,Detchd,1,576.0,0,0,WD ,220000,44,44,4081.0,False,True,False,False,True
RL,69.05520046484602,Pave,Lvl,6,CompShg,VinylSd,BrkFace,128.0,PConc,4,1,688.0,GasA,5,Y,1771,2,0,Attchd,2,600.0,0,96,WD ,215700,11,11,2635.0,False,True,False,False,False
RL,107.0,Pave,Lvl,8,CompShg,MetalSd,Stone,42.0,PConc,5,2,1039.0,GasA,5,Y,1836,2,4,Attchd,3,862.0,125,185,WD ,280000,5,4,3672.0,False,True,False,False,False
RL,92.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,504.0,PConc,4,2,1149.0,GasA,5,Y,1575,2,3,Attchd,3,732.0,216,28,WD ,284000,5,4,3178.0,False,True,False,False,False
RM,21.0,Pave,Lvl,4,CompShg,CemntBd,None,0.0,CBlock,4,3,131.0,GasA,4,Y,630,1,0,NA,0,0.0,0,0,WD ,84500,37,37,1260.0,False,True,False,False,False
RL,80.0,Pave,Lvl,6,CompShg,Wd Sdng,BrkFace,218.0,CBlock,3,4,717.0,GasA,3,Y,1395,1,3,Attchd,2,440.0,657,0,WD ,192000,47,26,2790.0,False,True,False,False,False
RM,66.0,Pave,Lvl,7,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,0.0,GasA,3,N,1004,1,1,Detchd,1,200.0,280,0,WD ,105000,76,56,1506.0,False,True,False,False,False
RL,70.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,24.0,GasA,5,Y,1836,2,4,Attchd,3,484.0,120,33,WD ,216837,2,1,3696.0,False,True,False,False,False
RL,80.0,Pave,Lvl,5,CompShg,MetalSd,BrkFace,203.0,CBlock,3,1,658.0,GasA,3,Y,1496,2,0,Attchd,2,450.0,0,22,WD ,141500,48,48,2792.0,False,True,False,False,False
RL,57.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,CBlock,3,1,702.0,GasA,5,Y,894,1,0,Attchd,2,450.0,0,0,WD ,130000,41,5,1788.0,False,True,False,False,False
RL,60.0,Pave,HLS,5,CompShg,HdBoard,BrkFace,136.0,CBlock,4,1,616.0,GasA,3,Y,1040,2,0,NA,0,0.0,0,0,WD ,124000,31,31,2080.0,False,True,False,False,False
RL,66.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,658.0,GasA,5,Y,1008,1,0,Attchd,2,280.0,0,154,WD ,139500,54,3,2016.0,False,True,False,False,False
RL,60.0,Pave,HLS,4,CompShg,WdShing,None,0.0,CBlock,3,1,682.0,GasA,3,Y,864,1,0,Detchd,1,528.0,196,0,COD,79275,52,52,1728.0,False,True,False,False,False
RL,64.0,Pave,HLS,8,CompShg,VinylSd,BrkFace,32.0,PConc,4,3,428.0,GasA,5,Y,1484,2,4,Attchd,2,472.0,120,33,WD ,265900,1,1,2960.0,False,True,False,False,False
RL,52.0,Pave,Bnk,6,CompShg,Wd Sdng,None,0.0,BrkTil,4,2,384.0,GasA,3,N,790,1,0,Detchd,1,160.0,0,141,WD ,91000,78,58,1558.0,False,True,False,False,False
RL,85.0,Pave,Lvl,5,CompShg,HdBoard,BrkFace,157.0,PConc,4,1,400.0,GasA,5,Y,1934,2,3,Attchd,1,567.0,0,176,WD ,185000,32,32,3056.0,False,True,False,False,False
RL,70.0,Pave,Lvl,5,CompShg,BrkFace,None,0.0,CBlock,3,1,179.0,GasA,5,Y,1150,1,0,Attchd,2,300.0,0,0,WD ,141000,47,47,2300.0,False,True,False,False,False
RL,134.0,Pave,Lvl,8,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,2152,2,4,Detchd,1,728.0,0,368,New,260116,0,-1,3734.0,False,True,False,False,False
RL,50.0,Pave,Lvl,4,CompShg,MetalSd,None,0.0,CBlock,3,1,344.0,GasA,3,Y,672,1,0,Attchd,1,234.0,0,113,WD ,113000,68,59,1344.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,8,CompShg,VinylSd,BrkFace,302.0,PConc,4,4,770.0,GasA,5,Y,1511,2,2,Attchd,3,811.0,168,42,WD ,225000,13,13,2912.0,False,True,False,False,False
RL,80.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,700.0,GasA,3,Y,793,1,0,Detchd,1,240.0,0,0,WD ,113000,64,59,1586.0,False,True,False,False,False
RL,65.0,Pave,Lvl,6,CompShg,Plywood,None,0.0,CBlock,3,3,528.0,GasA,3,Y,1096,1,2,Detchd,1,352.0,0,0,WD ,125200,35,35,2104.0,False,True,False,False,False
RL,82.0,Pave,Lvl,8,CompShg,VinylSd,Stone,120.0,PConc,5,4,778.0,GasA,5,Y,2100,2,4,BuiltIn,3,786.0,172,104,New,319500,0,0,3018.0,False,True,False,False,False
RL,60.0,Pave,Bnk,5,CompShg,MetalSd,None,0.0,CBlock,3,1,580.0,GasA,3,Y,1558,1,3,Attchd,1,288.0,0,0,WD ,140000,63,58,2471.0,False,True,False,False,False
RL,69.05520046484602,Pave,Low,6,Tar&Grv,Plywood,None,0.0,CBlock,4,4,909.0,GasA,3,Y,1650,1,4,Attchd,1,518.0,0,0,WD ,250764,48,48,3282.0,False,True,False,False,False
RL,74.0,Pave,Lvl,8,CompShg,VinylSd,Stone,108.0,PConc,4,3,40.0,GasA,5,Y,2088,2,4,BuiltIn,3,656.0,100,24,WD ,250000,1,1,3036.0,False,True,False,False,False
RL,65.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1536,2,4,Attchd,3,400.0,100,38,WD ,176000,2,1,2304.0,False,True,False,False,False
RL,80.0,Pave,Lvl,6,CompShg,Wd Sdng,BrkFace,289.0,CBlock,3,1,668.0,GasA,4,Y,1721,1,3,Attchd,1,464.0,0,0,WD ,174850,50,38,3052.0,False,True,False,False,False
RL,24.0,Pave,Lvl,6,CompShg,Plywood,None,0.0,CBlock,4,1,320.0,GasA,3,Y,1548,2,3,Detchd,1,440.0,108,0,WD ,147000,31,31,2352.0,False,True,False,False,False
RL,55.0,Pave,Lvl,6,CompShg,Plywood,None,0.0,CBlock,4,1,0.0,GasA,3,Y,918,2,3,Attchd,1,264.0,28,0,WD ,99500,31,31,1836.0,False,True,False,False,False
RL,95.0,Pave,Lvl,9,CompShg,VinylSd,None,0.0,PConc,5,1,986.0,GasA,5,Y,2690,2,4,Attchd,2,864.0,0,197,New,398800,0,0,4055.0,False,True,False,False,False
RL,62.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1647,2,3,Attchd,2,460.0,0,40,WD ,175000,8,7,2600.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,CBlock,3,1,0.0,GasA,3,Y,825,1,0,Attchd,1,350.0,0,0,WD ,109500,54,54,1650.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,6,CompShg,Plywood,None,0.0,CBlock,4,1,1237.0,GasA,4,Y,1657,2,3,Attchd,1,484.0,0,0,WD ,163500,37,37,3314.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,4,CompShg,WdShing,None,0.0,CBlock,3,1,266.0,GasA,3,Y,788,1,3,NA,0,0.0,0,0,WD ,100000,65,56,1576.0,False,True,False,False,False
RL,105.0,Pave,HLS,8,CompShg,HdBoard,BrkFace,692.0,PConc,5,4,1118.0,GasA,5,Y,2826,2,3,Attchd,2,888.0,177,208,WD ,334000,14,13,4160.0,False,True,False,False,False
RL,65.0,Pave,Lvl,5,CompShg,HdBoard,None,0.0,CBlock,3,1,775.0,GasA,5,Y,864,1,0,Detchd,1,280.0,226,0,WD ,137250,42,42,1728.0,False,True,False,False,False
RL,134.0,Pave,HLS,7,CompShg,VinylSd,BrkFace,456.0,PConc,4,2,57.0,GasA,5,Y,2462,2,4,Attchd,2,576.0,239,132,New,320000,1,0,3854.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,CBlock,3,1,72.0,GasA,5,Y,1287,1,4,Detchd,3,576.0,364,17,WD ,162000,51,4,2350.0,False,True,False,False,False
Others,69.05520046484602,Pave,Lvl,7,CompShg,MetalSd,Stone,432.0,PConc,5,3,578.0,GasA,5,Y,1478,2,4,Attchd,3,484.0,0,144,New,222000,1,1,2948.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,494.0,GasA,5,Y,1342,2,3,Attchd,3,393.0,100,56,WD ,178000,6,6,2040.0,False,True,False,False,False
RM,60.0,Pave,Lvl,5,CompShg,MetalSd,Stone,294.0,CBlock,3,1,510.0,GasA,3,Y,804,1,4,Attchd,1,240.0,0,0,WD ,119000,70,18,1592.0,False,True,False,False,False
RL,69.0,Pave,Lvl,5,CompShg,VinylSd,BrkFace,288.0,CBlock,3,1,540.0,GasA,3,Y,1812,2,3,Attchd,2,264.0,0,168,WD ,169500,45,45,2676.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,300.0,GasA,5,Y,2256,2,3,BuiltIn,3,554.0,224,54,WD ,236000,9,9,3208.0,False,True,False,False,False
RM,44.0,Pave,HLS,8,CompShg,CemntBd,Stone,186.0,PConc,5,4,1476.0,GasA,5,Y,1648,2,4,Attchd,3,525.0,162,53,New,294464,1,0,3244.0,False,True,False,False,False
RL,85.0,Pave,Lvl,6,CompShg,HdBoard,None,0.0,CBlock,2,2,500.0,GasA,3,Y,2112,2,4,Attchd,1,576.0,280,0,WD ,206900,39,39,3064.0,False,True,False,False,False
RL,76.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,656.0,GasA,5,Y,2084,2,0,BuiltIn,2,618.0,0,45,WD ,233000,6,6,3040.0,False,True,False,False,False
RM,56.0,Pave,Lvl,6,CompShg,MetalSd,None,0.0,BrkTil,3,1,143.0,GasA,4,N,1032,1,0,Detchd,1,280.0,0,0,COD,108000,82,56,2064.0,False,True,False,False,False
RL,65.0,Pave,Lvl,6,CompShg,VinylSd,BrkFace,119.0,PConc,4,1,476.0,GasA,4,Y,1470,2,3,BuiltIn,3,420.0,192,49,WD ,165000,13,12,2150.0,False,True,False,False,False
RL,45.0,Pave,Lvl,5,CompShg,CemntBd,None,0.0,CBlock,4,3,539.0,GasA,3,Y,1040,1,0,Detchd,1,748.0,0,0,WD ,134900,30,30,2080.0,False,False,True,False,False
RM,51.0,Pave,Lvl,5,CompShg,AsbShng,None,0.0,BrkTil,3,1,0.0,GasA,5,Y,884,1,0,Detchd,1,240.0,0,0,WD ,113000,68,57,1768.0,False,True,False,False,False
RL,70.0,Pave,Low,5,CompShg,VinylSd,None,0.0,PConc,4,1,549.0,GasA,5,Y,1097,1,0,Attchd,1,242.0,306,0,WD ,147900,11,11,2194.0,False,True,False,False,False
RL,56.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,PConc,2,1,0.0,GasA,5,Y,864,1,0,NA,0,0.0,0,96,WD ,99900,87,59,1728.0,False,True,False,False,False
RL,24.0,Pave,Lvl,6,CompShg,Plywood,None,0.0,CBlock,4,1,286.0,GasA,4,Y,1456,2,0,Attchd,2,460.0,0,0,WD ,143000,33,33,2311.0,False,True,False,False,False
RM,52.0,Pave,Lvl,6,CompShg,Wd Sdng,None,0.0,PConc,3,1,0.0,GasA,3,Y,1176,1,4,Detchd,1,528.0,112,0,WD ,114500,72,56,1632.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,VinylSd,None,0.0,CBlock,3,2,659.0,GasA,3,Y,941,1,1,Attchd,1,288.0,64,0,WD ,129200,39,39,1853.0,False,True,False,False,False
RM,64.0,Pave,HLS,8,CompShg,CemntBd,Stone,186.0,PConc,5,4,1480.0,GasA,5,Y,1652,2,4,Attchd,3,482.0,162,53,New,392500,0,0,3252.0,False,True,False,False,False
RL,66.0,Pave,Lvl,7,CompShg,CemntBd,None,0.0,Stone,3,1,275.0,GasA,5,Y,2340,2,4,Attchd,2,252.0,0,60,WD ,266500,69,4,3492.0,False,True,False,False,False
RL,57.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,189.0,GasA,4,Y,1382,2,3,BuiltIn,3,396.0,256,0,WD ,177500,11,11,1766.0,False,True,False,False,False
RL,75.0,Pave,Lvl,5,CompShg,HdBoard,BrkFace,182.0,CBlock,3,1,532.0,GasA,4,Y,1008,1,0,Attchd,1,384.0,144,0,WD ,139500,41,41,2016.0,False,True,False,False,False
RL,85.0,Pave,Lvl,6,CompShg,VinylSd,None,0.0,PConc,4,1,0.0,GasA,5,Y,1396,2,4,BuiltIn,3,440.0,100,36,WD ,170000,2,2,2004.0,False,True,False,False,False
RL,80.0,Pave,Lvl,6,CompShg,MetalSd,BrkFace,306.0,CBlock,3,1,414.0,GasA,5,Y,2154,2,4,Attchd,2,539.0,0,0,WD ,224500,43,10,2999.0,False,True,False,False,False
RL,96.0,Pave,Lvl,8,CompShg,VinylSd,Stone,186.0,PConc,4,1,0.0,GasA,5,Y,2400,3,4,BuiltIn,3,730.0,114,40,WD ,290000,6,5,3482.0,False,True,False,False,False
RM,69.05520046484602,Pave,Lvl,7,CompShg,Stucco,BrkFace,600.0,PConc,3,1,224.0,GasA,5,Y,1818,1,3,Detchd,1,240.0,0,0,WD ,169500,76,57,2858.0,False,True,False,False,False
RL,43.0,Pave,Lvl,7,CompShg,VinylSd,Stone,108.0,PConc,5,2,0.0,GasA,5,Y,1710,2,4,Attchd,3,550.0,100,48,WD ,240000,5,4,3420.0,False,False,True,False,False
RL,80.0,Pave,Lvl,5,CompShg,HdBoard,BrkFace,176.0,CBlock,3,1,368.0,GasA,5,Y,1150,1,0,Attchd,3,288.0,0,0,WD ,144000,52,52,2228.0,False,True,False,False,False
RL,100.0,Pave,Lvl,6,CompShg,VinylSd,BrkCmn,272.0,CBlock,3,1,442.0,GasA,3,Y,1977,1,3,Attchd,2,540.0,0,52,WD ,165000,43,29,2793.0,False,True,False,False,False
RL,50.0,Pave,Lvl,6,CompShg,Plywood,None,0.0,PConc,4,1,0.0,GasA,4,Y,1332,2,0,Attchd,2,542.0,0,60,WD ,145000,19,18,2664.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,CBlock,3,2,0.0,GasA,5,Y,1298,2,0,Detchd,1,504.0,0,144,COD,114000,46,46,2548.0,False,False,True,False,False
RL,110.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,375.0,PConc,4,3,0.0,GasA,4,Y,1973,2,4,Attchd,3,895.0,315,45,New,395000,1,1,3908.0,False,True,False,False,False
RM,24.0,Pave,Lvl,6,CompShg,HdBoard,BrkFace,514.0,CBlock,3,1,0.0,GasA,3,Y,1092,1,0,Detchd,1,440.0,0,0,WD ,105500,33,33,1617.0,False,True,False,False,False
RL,85.0,Pave,Lvl,8,CompShg,VinylSd,None,0.0,PConc,4,1,615.0,GasA,5,Y,1916,2,3,Attchd,1,741.0,0,70,WD ,254900,12,11,2965.0,False,True,False,False,False
RL,60.0,Pave,Lvl,5,CompShg,WdShing,None,0.0,CBlock,3,1,432.0,GasA,2,Y,1238,1,3,Attchd,1,357.0,0,171,WD ,102000,57,57,2102.0,False,True,False,False,False
RL,79.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,666.0,GasA,5,Y,1840,2,0,Attchd,2,622.0,0,45,WD ,230000,8,8,2784.0,False,True,False,False,False
RM,51.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,BrkTil,3,2,0.0,GasA,5,Y,1513,1,0,Detchd,1,180.0,24,0,WD ,137500,87,3,2452.0,False,True,False,False,False
RL,55.0,Pave,Bnk,5,CompShg,WdShing,None,0.0,BrkTil,3,1,406.0,GasA,3,Y,1143,1,1,Detchd,1,288.0,265,0,WD ,138000,80,25,2151.0,False,True,False,False,False
RL,66.0,Pave,Lvl,6,CompShg,Wd Sdng,BrkFace,100.0,CBlock,4,3,70.0,GasA,4,Y,1338,1,1,Attchd,1,576.0,0,0,WD ,156500,26,26,1858.0,False,True,False,False,False
RL,70.0,Pave,Lvl,4,CompShg,MetalSd,None,0.0,CBlock,3,1,191.0,GasA,5,Y,864,1,0,Detchd,1,463.0,0,0,WD ,124500,39,39,1728.0,False,True,False,False,False
RL,92.0,Pave,Lvl,7,WdShake,WdShing,None,0.0,CBlock,4,1,0.0,GasA,3,Y,1969,2,4,Attchd,2,534.0,0,0,WD ,190000,30,30,2777.0,False,True,False,False,False
RL,43.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,16.0,PConc,4,3,0.0,GasA,5,Y,1266,2,4,Attchd,3,388.0,100,16,WD ,159895,1,1,2532.0,False,True,False,False,False
RL,51.0,Pave,Lvl,5,CompShg,MetalSd,None,0.0,BrkTil,3,1,0.0,GasA,5,Y,2601,3,0,BuiltIn,2,621.0,183,0,WD ,189000,87,10,3213.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,HdBoard,None,0.0,CBlock,3,1,644.0,GasA,3,N,912,1,0,NA,0,0.0,0,0,WD ,124000,42,42,1824.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,Wd Sdng,BrkFace,180.0,CBlock,4,1,1302.0,GasA,3,Y,1392,1,4,Detchd,1,528.0,0,0,WD ,121500,53,14,2784.0,False,True,False,False,False
RL,76.0,Pave,Lvl,5,CompShg,Wd Sdng,None,0.0,CBlock,3,1,0.0,GasA,2,Y,1824,2,0,Detchd,1,484.0,0,0,WD ,146000,51,51,3648.0,False,True,False,False,False
RL,75.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,1,663.0,GasA,5,Y,1823,2,0,Attchd,2,626.0,192,36,WD ,235000,8,7,2751.0,False,True,False,False,False
RM,44.0,Pave,HLS,8,CompShg,CemntBd,Stone,186.0,PConc,5,4,1564.0,GasA,5,Y,1646,2,4,Attchd,3,525.0,128,53,WD ,300000,2,1,3240.0,False,True,False,False,False
RM,21.0,Pave,Lvl,4,CompShg,CemntBd,None,0.0,CBlock,3,1,0.0,GasA,4,Y,1092,1,0,NA,0,0.0,0,0,WD ,90500,36,36,1638.0,False,True,False,False,False
RL,74.0,Pave,Lvl,5,CompShg,HdBoard,BrkFace,108.0,CBlock,3,1,231.0,GasA,3,Y,1728,2,0,Detchd,1,576.0,0,0,WD ,142600,43,43,3456.0,False,True,False,False,False
RL,67.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,110.0,PConc,4,1,788.0,GasA,5,Y,1573,2,0,Attchd,2,544.0,0,72,WD ,227000,7,7,3146.0,False,True,False,False,False
RL,69.05520046484602,Pave,HLS,7,CompShg,Wd Sdng,None,0.0,BrkTil,3,1,246.0,GasA,5,Y,2480,2,4,Detchd,1,400.0,0,0,WD ,205000,69,59,3400.0,False,True,False,False,False
RL,73.0,Pave,Lvl,8,CompShg,VinylSd,BrkFace,158.0,PConc,4,4,915.0,GasA,5,Y,1341,1,3,Attchd,2,482.0,240,84,WD ,246900,8,7,2682.0,False,False,True,False,False
Others,60.0,Pave,Lvl,4,CompShg,Wd Sdng,None,0.0,Stone,1,1,0.0,GasA,5,N,1361,1,0,Detchd,1,185.0,0,123,WD ,89000,113,58,1534.0,False,True,False,False,False
RL,89.0,Pave,Lvl,4,CompShg,VinylSd,None,0.0,CBlock,3,1,0.0,GasA,5,N,1120,1,0,Detchd,1,480.0,0,0,WD ,64000,62,60,1864.0,False,True,False,False,False
RL,40.0,Pave,Lvl,8,CompShg,Wd Sdng,None,0.0,CBlock,4,4,652.0,GasA,3,Y,1226,1,3,Attchd,3,484.0,133,60,WD ,170000,28,28,2452.0,False,True,False,False,False
RL,107.0,Pave,Lvl,9,CompShg,VinylSd,Stone,424.0,PConc,5,4,0.0,GasA,5,Y,2822,3,4,BuiltIn,2,1020.0,52,170,New,582933,1,0,4556.0,False,True,False,False,False
RM,50.0,Pave,Lvl,6,CompShg,MetalSd,None,0.0,BrkTil,3,1,397.0,GasA,4,Y,1103,1,4,Detchd,1,440.0,166,120,WD ,110500,81,26,2206.0,False,True,False,False,False
RL,80.0,Pave,Lvl,6,CompShg,HdBoard,Stone,198.0,CBlock,3,1,0.0,GasA,4,Y,1179,1,0,Attchd,3,622.0,0,0,WD ,110000,47,47,2358.0,False,True,False,False,False
RL,50.0,Pave,Lvl,5,CompShg,VinylSd,None,0.0,CBlock,3,1,0.0,GasA,5,Y,698,1,0,NA,0,0.0,0,200,WD ,118000,62,1,1396.0,False,True,False,False,False
RL,85.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,292.0,PConc,4,1,866.0,GasA,5,Y,2046,2,4,BuiltIn,2,871.0,320,62,WD ,284000,5,4,3044.0,False,True,False,False,False
RL,70.0,Pave,Lvl,6,CompShg,HdBoard,BrkFace,318.0,CBlock,3,1,319.0,GasA,5,Y,1716,1,4,Attchd,3,490.0,0,84,WD ,171000,46,46,2574.0,False,True,False,False,False
RL,96.0,Pave,Lvl,7,CompShg,VinylSd,None,0.0,PConc,4,4,0.0,GasA,5,Y,1812,2,0,BuiltIn,2,478.0,146,91,WD ,193000,5,5,2647.0,False,True,False,False,False
RL,69.05520046484602,Pave,Lvl,5,CompShg,Plywood,None,0.0,PConc,4,1,1090.0,GasA,3,Y,1178,1,0,Attchd,1,502.0,0,44,WD ,135000,31,4,2268.0,False,True,False,False,False
RL,54.0,Pave,Bnk,7,CompShg,MetalSd,None,0.0,BrkTil,3,2,0.0,GasA,3,Y,1636,1,4,Detchd,1,288.0,0,0,WD ,167000,87,56,2454.0,False,True,False,False,False
RM,60.0,Pave,Lvl,4,CompShg,MetalSd,None,0.0,CBlock,3,1,0.0,GasA,5,Y,864,1,0,Detchd,2,528.0,0,0,COD,105000,56,56,1440.0,False,True,False,False,False
RL,78.0,Pave,Lvl,7,CompShg,VinylSd,BrkFace,183.0,PConc,4,3,1162.0,GasA,5,Y,1588,2,0,Attchd,2,472.0,158,29,WD ,214000,7,7,3176.0,False,True,False,False,False
